Date,HomeTeam,AwayTeam,Type,Final_Score_A,Final_Score_B,Final_Points,Win_Count,Draw_Count,Loss_Count,Half_Score_A,Half_Score_B,Half_Points
9/24/2005,Wigan,Everton,Away,1,0,3,1,0,0,0,0,1
9/24/2005,Blackburn,Man United,Away,2,1,3,1,0,0,1,0,3
9/24/2005,Man City,Newcastle,Away,0,1,0,0,0,1,0,1,0
9/24/2005,Charlton,West Brom,Away,2,1,3,1,0,0,2,0,3
9/24/2005,Arsenal,West Ham,Away,0,0,1,0,1,0,0,0,1
9/24/2006,Newcastle,Everton,Home,1,1,1,0,1,0,1,1,1
9/24/2006,Everton,Newcastle,Away,1,1,1,0,1,0,1,1,1
9/24/2011,Arsenal,Bolton,Home,3,0,3,1,0,0,0,0,1
9/24/2011,Chelsea,Swansea,Home,4,1,3,1,0,0,2,0,3
9/24/2011,Liverpool,Wolves,Home,2,1,3,1,0,0,2,0,3
9/24/2011,Man City,Everton,Home,2,0,3,1,0,0,0,0,1
9/24/2011,Newcastle,Blackburn,Home,3,1,3,1,0,0,2,1,3
9/24/2011,Stoke,Man United,Home,1,1,1,0,1,0,0,1,0
9/24/2011,West Brom,Fulham,Home,0,0,1,0,1,0,0,0,1
9/24/2011,Wigan,Tottenham,Home,1,2,0,0,0,1,0,2,0
9/24/2011,Arsenal,Bolton,Home,3,0,3,1,0,0,0,0,1
9/24/2011,Chelsea,Swansea,Home,4,1,3,1,0,0,2,0,3
9/24/2011,Liverpool,Wolves,Home,2,1,3,1,0,0,2,0,3
9/24/2011,Man City,Everton,Home,2,0,3,1,0,0,0,0,1
9/24/2011,Newcastle,Blackburn,Home,3,1,3,1,0,0,2,1,3
9/24/2011,Stoke,Man United,Home,1,1,1,0,1,0,0,1,0
9/24/2011,West Brom,Fulham,Home,0,0,1,0,1,0,0,0,1
9/24/2011,Wigan,Tottenham,Home,1,2,0,0,0,1,0,2,0
9/24/2011,Bolton,Arsenal,Away,0,3,0,0,0,1,0,0,1
9/24/2011,Swansea,Chelsea,Away,1,4,0,0,0,1,0,2,0
9/24/2011,Wolves,Liverpool,Away,1,2,0,0,0,1,0,2,0
9/24/2011,Everton,Man City,Away,0,2,0,0,0,1,0,0,1
9/24/2011,Blackburn,Newcastle,Away,1,3,0,0,0,1,1,2,0
9/24/2011,Man United,Stoke,Away,1,1,1,0,1,0,1,0,3
9/24/2011,Fulham,West Brom,Away,0,0,1,0,1,0,0,0,1
9/24/2011,Tottenham,Wigan,Away,2,1,3,1,0,0,2,0,3
9/24/2011,Bolton,Arsenal,Away,0,3,0,0,0,1,0,0,1
9/24/2011,Swansea,Chelsea,Away,1,4,0,0,0,1,0,2,0
9/24/2011,Wolves,Liverpool,Away,1,2,0,0,0,1,0,2,0
9/24/2011,Everton,Man City,Away,0,2,0,0,0,1,0,0,1
9/24/2011,Blackburn,Newcastle,Away,1,3,0,0,0,1,1,2,0
9/24/2011,Man United,Stoke,Away,1,1,1,0,1,0,1,0,3
9/24/2011,Fulham,West Brom,Away,0,0,1,0,1,0,0,0,1
9/24/2011,Tottenham,Wigan,Away,2,1,3,1,0,0,2,0,3
9/24/2016,Arsenal,Chelsea,Home,3,0,3,1,0,0,3,0,3
9/24/2016,Bournemouth,Everton,Home,1,0,3,1,0,0,1,0,3
9/24/2016,Liverpool,Hull,Home,5,1,3,1,0,0,3,0,3
9/24/2016,Man United,Leicester,Home,4,1,3,1,0,0,4,0,3
9/24/2016,Middlesbrough,Tottenham,Home,1,2,0,0,0,1,0,2,0
9/24/2016,Stoke,West Brom,Home,1,1,1,0,1,0,0,0,1
9/24/2016,Sunderland,Crystal Palace,Home,2,3,0,0,0,1,1,0,3
9/24/2016,Swansea,Man City,Home,1,3,0,0,0,1,1,1,1
9/24/2016,Chelsea,Arsenal,Away,0,3,0,0,0,1,0,3,0
9/24/2016,Everton,Bournemouth,Away,0,1,0,0,0,1,0,1,0
9/24/2016,Hull,Liverpool,Away,1,5,0,0,0,1,0,3,0
9/24/2016,Leicester,Man United,Away,1,4,0,0,0,1,0,4,0
9/24/2016,Tottenham,Middlesbrough,Away,2,1,3,1,0,0,2,0,3
9/24/2016,West Brom,Stoke,Away,1,1,1,0,1,0,0,0,1
9/24/2016,Crystal Palace,Sunderland,Away,3,2,3,1,0,0,0,1,0
9/24/2016,Man City,Swansea,Away,3,1,3,1,0,0,1,1,1
1/25/2011,Blackpool,Man United,Home,2,3,0,0,0,1,2,0,3
1/25/2011,Wigan,Aston Villa,Home,1,2,0,0,0,1,0,0,1
1/25/2011,Man United,Blackpool,Away,3,2,3,1,0,0,0,2,0
1/25/2011,Aston Villa,Wigan,Away,2,1,3,1,0,0,0,0,1
10/25/2003,Aston Villa,Everton,Home,0,0,1,0,1,0,0,0,1
10/25/2003,Bolton,Birmingham,Home,0,1,0,0,0,1,0,1,0
10/25/2003,Chelsea,Man City,Home,1,0,3,1,0,0,1,0,3
10/25/2003,Liverpool,Leeds,Home,3,1,3,1,0,0,1,1,1
10/25/2003,Man United,Fulham,Home,1,3,0,0,0,1,1,1,1
10/25/2003,Newcastle,Portsmouth,Home,3,0,3,1,0,0,2,0,3
10/25/2003,Southampton,Blackburn,Home,2,0,3,1,0,0,0,0,1
10/25/2003,Wolves,Leicester,Home,4,3,3,1,0,0,0,3,0
10/25/2003,Everton,Aston Villa,Away,0,0,1,0,1,0,0,0,1
10/25/2003,Birmingham,Bolton,Away,1,0,3,1,0,0,1,0,3
10/25/2003,Man City,Chelsea,Away,0,1,0,0,0,1,0,1,0
10/25/2003,Leeds,Liverpool,Away,1,3,0,0,0,1,1,1,1
10/25/2003,Fulham,Man United,Away,3,1,3,1,0,0,1,1,1
10/25/2003,Portsmouth,Newcastle,Away,0,3,0,0,0,1,0,2,0
10/25/2003,Blackburn,Southampton,Away,0,2,0,0,0,1,0,0,1
10/25/2003,Leicester,Wolves,Away,3,4,0,0,0,1,3,0,3
10/25/2008,Blackburn,Middlesbrough,Home,1,1,1,0,1,0,0,0,1
10/25/2008,Everton,Man United,Home,1,1,1,0,1,0,0,1,0
10/25/2008,Sunderland,Newcastle,Home,2,1,3,1,0,0,1,1,1
10/25/2008,West Brom,Hull,Home,0,3,0,0,0,1,0,0,1
10/25/2008,Middlesbrough,Blackburn,Away,1,1,1,0,1,0,0,0,1
10/25/2008,Man United,Everton,Away,1,1,1,0,1,0,1,0,3
10/25/2008,Newcastle,Sunderland,Away,1,2,0,0,0,1,1,1,1
10/25/2008,Hull,West Brom,Away,3,0,3,1,0,0,0,0,1
10/25/2009,Bolton,Everton,Home,3,2,3,1,0,0,2,1,3
10/25/2009,Liverpool,Man United,Home,2,0,3,1,0,0,0,0,1
10/25/2009,Man City,Fulham,Home,2,2,1,0,1,0,0,0,1
10/25/2009,West Ham,Arsenal,Home,2,2,1,0,1,0,0,2,0
10/25/2009,Everton,Bolton,Away,2,3,0,0,0,1,1,2,0
10/25/2009,Man United,Liverpool,Away,0,2,0,0,0,1,0,0,1
10/25/2009,Fulham,Man City,Away,2,2,1,0,1,0,0,0,1
10/25/2009,Arsenal,West Ham,Away,2,2,1,0,1,0,2,0,3
10/25/2014,Liverpool,Hull,Home,0,0,1,0,1,0,0,0,1
10/25/2014,Southampton,Stoke,Home,1,0,3,1,0,0,1,0,3
10/25/2014,Sunderland,Arsenal,Home,0,2,0,0,0,1,0,1,0
10/25/2014,Swansea,Leicester,Home,2,0,3,1,0,0,1,0,3
10/25/2014,West Brom,Crystal Palace,Home,2,2,1,0,1,0,0,2,0
10/25/2014,West Ham,Man City,Home,2,1,3,1,0,0,1,0,3
10/25/2014,Hull,Liverpool,Away,0,0,1,0,1,0,0,0,1
10/25/2014,Stoke,Southampton,Away,0,1,0,0,0,1,0,1,0
10/25/2014,Arsenal,Sunderland,Away,2,0,3,1,0,0,1,0,3
10/25/2014,Leicester,Swansea,Away,0,2,0,0,0,1,0,1,0
10/25/2014,Crystal Palace,West Brom,Away,2,2,1,0,1,0,2,0,3
10/25/2014,Man City,West Ham,Away,1,2,0,0,0,1,0,1,0
10/25/2015,Bournemouth,Tottenham,Home,1,5,0,0,0,1,1,3,0
10/25/2015,Liverpool,Southampton,Home,1,1,1,0,1,0,0,0,1
10/25/2015,Man United,Man City,Home,0,0,1,0,1,0,0,0,1
10/25/2015,Sunderland,Newcastle,Home,3,0,3,1,0,0,1,0,3
10/25/2015,Tottenham,Bournemouth,Away,5,1,3,1,0,0,3,1,3
10/25/2015,Southampton,Liverpool,Away,1,1,1,0,1,0,0,0,1
10/25/2015,Man City,Man United,Away,0,0,1,0,1,0,0,0,1
10/25/2015,Newcastle,Sunderland,Away,0,3,0,0,0,1,0,1,0
11/25/2001,Arsenal,Man United,Home,3,1,3,1,0,0,0,1,0
11/25/2001,Leeds,Aston Villa,Home,1,1,1,0,1,0,1,1,1
11/25/2001,Liverpool,Sunderland,Home,1,0,3,1,0,0,1,0,3
11/25/2001,Middlesbrough,Ipswich,Home,0,0,1,0,1,0,0,0,1
11/25/2001,Man United,Arsenal,Away,1,3,0,0,0,1,1,0,3
11/25/2001,Aston Villa,Leeds,Away,1,1,1,0,1,0,1,1,1
11/25/2001,Sunderland,Liverpool,Away,0,1,0,0,0,1,0,1,0
11/25/2001,Ipswich,Middlesbrough,Away,0,0,1,0,1,0,0,0,1
11/25/2006,Aston Villa,Middlesbrough,Home,1,1,1,0,1,0,1,1,1
11/25/2006,Bolton,Arsenal,Home,3,1,3,1,0,0,2,1,3
11/25/2006,Charlton,Everton,Home,1,1,1,0,1,0,0,0,1
11/25/2006,Fulham,Reading,Home,0,1,0,0,0,1,0,1,0
11/25/2006,Liverpool,Man City,Home,1,0,3,1,0,0,0,0,1
11/25/2006,West Ham,Sheffield United,Home,1,0,3,1,0,0,1,0,3
11/25/2006,Middlesbrough,Aston Villa,Away,1,1,1,0,1,0,1,1,1
11/25/2006,Arsenal,Bolton,Away,1,3,0,0,0,1,1,2,0
11/25/2006,Everton,Charlton,Away,1,1,1,0,1,0,0,0,1
11/25/2006,Reading,Fulham,Away,1,0,3,1,0,0,1,0,3
11/25/2006,Man City,Liverpool,Away,0,1,0,0,0,1,0,0,1
11/25/2006,Sheffield United,West Ham,Away,0,1,0,0,0,1,0,1,0
11/25/2007,Fulham,Blackburn,Home,2,2,1,0,1,0,0,0,1
11/25/2007,West Ham,Tottenham,Home,1,1,1,0,1,0,1,0,3
11/25/2007,Blackburn,Fulham,Away,2,2,1,0,1,0,0,0,1
11/25/2007,Tottenham,West Ham,Away,1,1,1,0,1,0,0,1,0
11/25/2009,Fulham,Blackburn,Home,3,0,3,1,0,0,1,0,3
11/25/2009,Hull,Everton,Home,3,2,3,1,0,0,3,0,3
11/25/2009,Blackburn,Fulham,Away,0,3,0,0,0,1,0,1,0
11/25/2009,Everton,Hull,Away,2,3,0,0,0,1,0,3,0
11/25/2012,Chelsea,Man City,Home,0,0,1,0,1,0,0,0,1
11/25/2012,Southampton,Newcastle,Home,2,0,3,1,0,0,1,0,3
11/25/2012,Swansea,Liverpool,Home,0,0,1,0,1,0,0,0,1
11/25/2012,Tottenham,West Ham,Home,3,1,3,1,0,0,1,0,3
11/25/2012,Man City,Chelsea,Away,0,0,1,0,1,0,0,0,1
11/25/2012,Newcastle,Southampton,Away,0,2,0,0,0,1,0,1,0
11/25/2012,Liverpool,Swansea,Away,0,0,1,0,1,0,0,0,1
11/25/2012,West Ham,Tottenham,Away,1,3,0,0,0,1,0,1,0
2/25/2006,Birmingham,Sunderland,Home,1,0,3,1,0,0,1,0,3
2/25/2006,Blackburn,Arsenal,Home,1,0,3,1,0,0,1,0,3
2/25/2006,Charlton,Aston Villa,Home,0,0,1,0,1,0,0,0,1
2/25/2006,Chelsea,Portsmouth,Home,2,0,3,1,0,0,0,0,1
2/25/2006,Newcastle,Everton,Home,2,0,3,1,0,0,0,0,1
2/25/2006,Sunderland,Birmingham,Away,0,1,0,0,0,1,0,1,0
2/25/2006,Arsenal,Blackburn,Away,0,1,0,0,0,1,0,1,0
2/25/2006,Aston Villa,Charlton,Away,0,0,1,0,1,0,0,0,1
2/25/2006,Portsmouth,Chelsea,Away,0,2,0,0,0,1,0,0,1
2/25/2006,Everton,Newcastle,Away,0,2,0,0,0,1,0,0,1
2/25/2007,Blackburn,Portsmouth,Home,3,0,3,1,0,0,2,0,3
2/25/2007,Tottenham,Bolton,Home,4,1,3,1,0,0,3,1,3
2/25/2007,Wigan,Newcastle,Home,1,0,3,1,0,0,1,0,3
2/25/2007,Portsmouth,Blackburn,Away,0,3,0,0,0,1,0,2,0
2/25/2007,Bolton,Tottenham,Away,1,4,0,0,0,1,1,3,0
2/25/2007,Newcastle,Wigan,Away,0,1,0,0,0,1,0,1,0
2/25/2008,Man City,Everton,Home,0,2,0,0,0,1,0,2,0
2/25/2008,Everton,Man City,Away,2,0,3,1,0,0,2,0,3
2/25/2012,Chelsea,Bolton,Home,3,0,3,1,0,0,0,0,1
2/25/2012,Man City,Blackburn,Home,3,0,3,1,0,0,1,0,3
2/25/2012,Newcastle,Wolves,Home,2,2,1,0,1,0,2,0,3
2/25/2012,QPR,Fulham,Home,0,1,0,0,0,1,0,1,0
2/25/2012,West Brom,Sunderland,Home,4,0,3,1,0,0,2,0,3
2/25/2012,Wigan,Aston Villa,Home,0,0,1,0,1,0,0,0,1
2/25/2012,Chelsea,Bolton,Home,3,0,3,1,0,0,0,0,1
2/25/2012,Man City,Blackburn,Home,3,0,3,1,0,0,1,0,3
2/25/2012,Newcastle,Wolves,Home,2,2,1,0,1,0,2,0,3
2/25/2012,QPR,Fulham,Home,0,1,0,0,0,1,0,1,0
2/25/2012,West Brom,Sunderland,Home,4,0,3,1,0,0,2,0,3
2/25/2012,Wigan,Aston Villa,Home,0,0,1,0,1,0,0,0,1
2/25/2012,Bolton,Chelsea,Away,0,3,0,0,0,1,0,0,1
2/25/2012,Blackburn,Man City,Away,0,3,0,0,0,1,0,1,0
2/25/2012,Wolves,Newcastle,Away,2,2,1,0,1,0,0,2,0
2/25/2012,Fulham,QPR,Away,1,0,3,1,0,0,1,0,3
2/25/2012,Sunderland,West Brom,Away,0,4,0,0,0,1,0,2,0
2/25/2012,Aston Villa,Wigan,Away,0,0,1,0,1,0,0,0,1
2/25/2012,Bolton,Chelsea,Away,0,3,0,0,0,1,0,0,1
2/25/2012,Blackburn,Man City,Away,0,3,0,0,0,1,0,1,0
2/25/2012,Wolves,Newcastle,Away,2,2,1,0,1,0,0,2,0
2/25/2012,Fulham,QPR,Away,1,0,3,1,0,0,1,0,3
2/25/2012,Sunderland,West Brom,Away,0,4,0,0,0,1,0,2,0
2/25/2012,Aston Villa,Wigan,Away,0,0,1,0,1,0,0,0,1
2/25/2013,West Ham,Tottenham,Home,2,3,0,0,0,1,1,1,1
2/25/2013,Tottenham,West Ham,Away,3,2,3,1,0,0,1,1,1
2/25/2017,Chelsea,Swansea,Home,3,1,0,0,0,1,1,1,1
2/25/2017,Crystal Palace,Middlesbrough,Home,1,0,0,0,0,1,1,0,0
2/25/2017,Everton,Sunderland,Home,2,0,0,0,0,1,1,0,0
2/25/2017,Hull,Burnley,Home,1,1,1,0,1,0,0,0,1
2/25/2017,Watford,West Ham,Home,1,1,1,0,1,0,1,0,0
2/25/2017,West Brom,Bournemouth,Home,2,1,0,0,0,1,2,1,0
2/25/2017,Swansea,Chelsea,Away,1,3,0,0,0,1,1,1,1
2/25/2017,Middlesbrough,Crystal Palace,Away,0,1,0,0,0,1,0,1,0
2/25/2017,Sunderland,Everton,Away,0,2,0,0,0,1,0,1,0
2/25/2017,Burnley,Hull,Away,1,1,1,0,1,0,0,0,1
2/25/2017,West Ham,Watford,Away,1,1,1,0,1,0,0,1,0
2/25/2017,Bournemouth,West Brom,Away,1,2,0,0,0,1,1,2,0
3/25/2006,Aston Villa,Fulham,Home,0,0,1,0,1,0,0,0,1
3/25/2006,Chelsea,Man City,Home,2,0,3,1,0,0,2,0,3
3/25/2006,Liverpool,Everton,Home,3,1,3,1,0,0,1,0,3
3/25/2006,Sunderland,Blackburn,Home,0,1,0,0,0,1,0,1,0
3/25/2006,Wigan,West Ham,Home,1,2,0,0,0,1,1,0,3
3/25/2006,Fulham,Aston Villa,Away,0,0,1,0,1,0,0,0,1
3/25/2006,Man City,Chelsea,Away,0,2,0,0,0,1,0,2,0
3/25/2006,Everton,Liverpool,Away,1,3,0,0,0,1,0,1,0
3/25/2006,Blackburn,Sunderland,Away,1,0,3,1,0,0,1,0,3
3/25/2006,West Ham,Wigan,Away,2,1,3,1,0,0,0,1,0
3/25/2012,West Brom,Newcastle,Home,1,3,0,0,0,1,0,3,0
3/25/2012,West Brom,Newcastle,Home,1,3,0,0,0,1,0,3,0
3/25/2012,Newcastle,West Brom,Away,3,1,3,1,0,0,3,0,3
3/25/2012,Newcastle,West Brom,Away,3,1,3,1,0,0,3,0,3
4/25/2004,Birmingham,Wolves,Home,2,2,1,0,1,0,2,1,3
4/25/2004,Leeds,Portsmouth,Home,1,2,0,0,0,1,0,1,0
4/25/2004,Newcastle,Chelsea,Home,2,1,3,1,0,0,1,1,1
4/25/2004,Tottenham,Arsenal,Home,2,2,1,0,1,0,0,2,0
4/25/2004,Wolves,Birmingham,Away,2,2,1,0,1,0,1,2,0
4/25/2004,Portsmouth,Leeds,Away,2,1,3,1,0,0,1,0,3
4/25/2004,Chelsea,Newcastle,Away,1,2,0,0,0,1,1,1,1
4/25/2004,Arsenal,Tottenham,Away,2,2,1,0,1,0,2,0,3
4/25/2005,Arsenal,Tottenham,Home,1,0,3,1,0,0,1,0,3
4/25/2005,Tottenham,Arsenal,Away,0,1,0,0,0,1,0,1,0
4/25/2006,Aston Villa,Man City,Home,0,1,0,0,0,1,0,0,1
4/25/2006,Man City,Aston Villa,Away,1,0,3,1,0,0,0,0,1
4/25/2009,Bolton,Aston Villa,Home,1,1,1,0,1,0,0,1,0
4/25/2009,Everton,Man City,Home,1,2,0,0,0,1,0,1,0
4/25/2009,Fulham,Stoke,Home,1,0,3,1,0,0,1,0,3
4/25/2009,Hull,Liverpool,Home,1,3,0,0,0,1,0,1,0
4/25/2009,Man United,Tottenham,Home,5,2,3,1,0,0,0,2,0
4/25/2009,West Brom,Sunderland,Home,3,0,3,1,0,0,1,0,3
4/25/2009,West Ham,Chelsea,Home,0,1,0,0,0,1,0,0,1
4/25/2009,Aston Villa,Bolton,Away,1,1,1,0,1,0,1,0,3
4/25/2009,Man City,Everton,Away,2,1,3,1,0,0,1,0,3
4/25/2009,Stoke,Fulham,Away,0,1,0,0,0,1,0,1,0
4/25/2009,Liverpool,Hull,Away,3,1,3,1,0,0,1,0,3
4/25/2009,Tottenham,Man United,Away,2,5,0,0,0,1,2,0,3
4/25/2009,Sunderland,West Brom,Away,0,3,0,0,0,1,0,1,0
4/25/2009,Chelsea,West Ham,Away,1,0,3,1,0,0,0,0,1
4/25/2010,Aston Villa,Birmingham,Home,1,0,3,1,0,0,0,0,1
4/25/2010,Burnley,Liverpool,Home,0,4,0,0,0,1,0,0,1
4/25/2010,Chelsea,Stoke,Home,7,0,3,1,0,0,3,0,3
4/25/2010,Everton,Fulham,Home,2,1,3,1,0,0,0,1,0
4/25/2010,Birmingham,Aston Villa,Away,0,1,0,0,0,1,0,0,1
4/25/2010,Liverpool,Burnley,Away,4,0,3,1,0,0,0,0,1
4/25/2010,Stoke,Chelsea,Away,0,7,0,0,0,1,0,3,0
4/25/2010,Fulham,Everton,Away,1,2,0,0,0,1,1,0,3
4/25/2011,Blackburn,Man City,Home,0,1,0,0,0,1,0,0,1
4/25/2011,Man City,Blackburn,Away,1,0,3,1,0,0,0,0,1
4/25/2015,Burnley,Leicester,Home,0,1,0,0,0,1,0,0,1
4/25/2015,Crystal Palace,Hull,Home,0,2,0,0,0,1,0,0,1
4/25/2015,Man City,Aston Villa,Home,3,2,3,1,0,0,1,0,3
4/25/2015,Newcastle,Swansea,Home,2,3,0,0,0,1,1,1,1
4/25/2015,QPR,West Ham,Home,0,0,1,0,1,0,0,0,1
4/25/2015,Southampton,Tottenham,Home,2,2,1,0,1,0,1,1,1
4/25/2015,Stoke,Sunderland,Home,1,1,1,0,1,0,1,1,1
4/25/2015,West Brom,Liverpool,Home,0,0,1,0,1,0,0,0,1
4/25/2015,Leicester,Burnley,Away,1,0,3,1,0,0,0,0,1
4/25/2015,Hull,Crystal Palace,Away,2,0,3,1,0,0,0,0,1
4/25/2015,Aston Villa,Man City,Away,2,3,0,0,0,1,0,1,0
4/25/2015,Swansea,Newcastle,Away,3,2,3,1,0,0,1,1,1
4/25/2015,West Ham,QPR,Away,0,0,1,0,1,0,0,0,1
4/25/2015,Tottenham,Southampton,Away,2,2,1,0,1,0,1,1,1
4/25/2015,Sunderland,Stoke,Away,1,1,1,0,1,0,1,1,1
4/25/2015,Liverpool,West Brom,Away,0,0,1,0,1,0,0,0,1
4/25/2016,Tottenham,West Brom,Home,1,1,1,0,1,0,1,0,3
4/25/2016,West Brom,Tottenham,Away,1,1,1,0,1,0,0,1,0
4/25/2017,Chelsea,Southampton,Home,4,2,0,0,0,1,2,1,0
4/25/2017,Southampton,Chelsea,Away,2,4,0,0,0,1,1,2,0
8/25/2001,Arsenal,Leicester,Home,4,0,3,1,0,0,2,0,3
8/25/2001,Blackburn,Tottenham,Home,2,1,3,1,0,0,1,0,3
8/25/2001,Everton,Middlesbrough,Home,2,0,3,1,0,0,1,0,3
8/25/2001,Fulham,Derby,Home,0,0,1,0,1,0,0,0,1
8/25/2001,Ipswich,Charlton,Home,0,1,0,0,0,1,0,0,1
8/25/2001,Southampton,Chelsea,Home,0,2,0,0,0,1,0,1,0
8/25/2001,West Ham,Leeds,Home,0,0,1,0,1,0,0,0,1
8/25/2001,Leicester,Arsenal,Away,0,4,0,0,0,1,0,2,0
8/25/2001,Tottenham,Blackburn,Away,1,2,0,0,0,1,0,1,0
8/25/2001,Middlesbrough,Everton,Away,0,2,0,0,0,1,0,1,0
8/25/2001,Derby,Fulham,Away,0,0,1,0,1,0,0,0,1
8/25/2001,Charlton,Ipswich,Away,1,0,3,1,0,0,0,0,1
8/25/2001,Chelsea,Southampton,Away,2,0,3,1,0,0,1,0,3
8/25/2001,Leeds,West Ham,Away,0,0,1,0,1,0,0,0,1
8/25/2003,Blackburn,Man City,Home,2,3,0,0,0,1,1,1,1
8/25/2003,Man City,Blackburn,Away,3,2,3,1,0,0,1,1,1
8/25/2004,Arsenal,Blackburn,Home,3,0,3,1,0,0,0,0,1
8/25/2004,Charlton,Aston Villa,Home,3,0,3,1,0,0,2,0,3
8/25/2004,Fulham,Middlesbrough,Home,0,2,0,0,0,1,0,0,1
8/25/2004,Newcastle,Norwich,Home,2,2,1,0,1,0,1,0,3
8/25/2004,Southampton,Bolton,Home,1,2,0,0,0,1,0,2,0
8/25/2004,West Brom,Tottenham,Home,1,1,1,0,1,0,1,1,1
8/25/2004,Blackburn,Arsenal,Away,0,3,0,0,0,1,0,0,1
8/25/2004,Aston Villa,Charlton,Away,0,3,0,0,0,1,0,2,0
8/25/2004,Middlesbrough,Fulham,Away,2,0,3,1,0,0,0,0,1
8/25/2004,Norwich,Newcastle,Away,2,2,1,0,1,0,0,1,0
8/25/2004,Bolton,Southampton,Away,2,1,3,1,0,0,2,0,3
8/25/2004,Tottenham,West Brom,Away,1,1,1,0,1,0,1,1,1
8/25/2007,Arsenal,Man City,Home,1,0,3,1,0,0,0,0,1
8/25/2007,Aston Villa,Fulham,Home,2,1,3,1,0,0,0,1,0
8/25/2007,Bolton,Reading,Home,3,0,3,1,0,0,1,0,3
8/25/2007,Chelsea,Portsmouth,Home,1,0,3,1,0,0,1,0,3
8/25/2007,Derby,Birmingham,Home,1,2,0,0,0,1,0,1,0
8/25/2007,Everton,Blackburn,Home,1,1,1,0,1,0,0,1,0
8/25/2007,Sunderland,Liverpool,Home,0,2,0,0,0,1,0,1,0
8/25/2007,West Ham,Wigan,Home,1,1,1,0,1,0,0,0,1
8/25/2007,Man City,Arsenal,Away,0,1,0,0,0,1,0,0,1
8/25/2007,Fulham,Aston Villa,Away,1,2,0,0,0,1,1,0,3
8/25/2007,Reading,Bolton,Away,0,3,0,0,0,1,0,1,0
8/25/2007,Portsmouth,Chelsea,Away,0,1,0,0,0,1,0,1,0
8/25/2007,Birmingham,Derby,Away,2,1,3,1,0,0,1,0,3
8/25/2007,Blackburn,Everton,Away,1,1,1,0,1,0,1,0,3
8/25/2007,Liverpool,Sunderland,Away,2,0,3,1,0,0,1,0,3
8/25/2007,Wigan,West Ham,Away,1,1,1,0,1,0,0,0,1
8/25/2008,Portsmouth,Man United,Home,0,1,0,0,0,1,0,1,0
8/25/2008,Man United,Portsmouth,Away,1,0,3,1,0,0,1,0,3
8/25/2012,Aston Villa,Everton,Home,1,3,0,0,0,1,0,3,0
8/25/2012,Chelsea,Newcastle,Home,2,0,3,1,0,0,2,0,3
8/25/2012,Man United,Fulham,Home,3,2,3,1,0,0,3,1,3
8/25/2012,Norwich,QPR,Home,1,1,1,0,1,0,1,1,1
8/25/2012,Southampton,Wigan,Home,0,2,0,0,0,1,0,0,1
8/25/2012,Swansea,West Ham,Home,3,0,3,1,0,0,2,0,3
8/25/2012,Tottenham,West Brom,Home,1,1,1,0,1,0,0,0,1
8/25/2012,Everton,Aston Villa,Away,3,1,3,1,0,0,3,0,3
8/25/2012,Newcastle,Chelsea,Away,0,2,0,0,0,1,0,2,0
8/25/2012,Fulham,Man United,Away,2,3,0,0,0,1,1,3,0
8/25/2012,QPR,Norwich,Away,1,1,1,0,1,0,1,1,1
8/25/2012,Wigan,Southampton,Away,2,0,3,1,0,0,0,0,1
8/25/2012,West Ham,Swansea,Away,0,3,0,0,0,1,0,2,0
8/25/2012,West Brom,Tottenham,Away,1,1,1,0,1,0,0,0,1
8/25/2014,Man City,Liverpool,Home,3,1,3,1,0,0,1,0,3
8/25/2014,Liverpool,Man City,Away,1,3,0,0,0,1,0,1,0
9/25/2004,Aston Villa,Crystal Palace,Home,1,1,1,0,1,0,1,1,1
9/25/2004,Bolton,Birmingham,Home,1,1,1,0,1,0,1,0,3
9/25/2004,Fulham,Southampton,Home,1,0,3,1,0,0,1,0,3
9/25/2004,Liverpool,Norwich,Home,3,0,3,1,0,0,2,0,3
9/25/2004,Man City,Arsenal,Home,0,1,0,0,0,1,0,1,0
9/25/2004,Middlesbrough,Chelsea,Home,0,1,0,0,0,1,0,0,1
9/25/2004,Newcastle,West Brom,Home,3,1,3,1,0,0,0,0,1
9/25/2004,Tottenham,Man United,Home,0,1,0,0,0,1,0,1,0
9/25/2004,Crystal Palace,Aston Villa,Away,1,1,1,0,1,0,1,1,1
9/25/2004,Birmingham,Bolton,Away,1,1,1,0,1,0,0,1,0
9/25/2004,Southampton,Fulham,Away,0,1,0,0,0,1,0,1,0
9/25/2004,Norwich,Liverpool,Away,0,3,0,0,0,1,0,2,0
9/25/2004,Arsenal,Man City,Away,1,0,3,1,0,0,1,0,3
9/25/2004,Chelsea,Middlesbrough,Away,1,0,3,1,0,0,0,0,1
9/25/2004,West Brom,Newcastle,Away,1,3,0,0,0,1,0,0,1
9/25/2004,Man United,Tottenham,Away,1,0,3,1,0,0,1,0,3
9/25/2005,Middlesbrough,Sunderland,Home,0,2,0,0,0,1,0,1,0
9/25/2005,Sunderland,Middlesbrough,Away,2,0,3,1,0,0,1,0,3
9/25/2006,Portsmouth,Bolton,Home,0,1,0,0,0,1,0,1,0
9/25/2006,Bolton,Portsmouth,Away,1,0,3,1,0,0,1,0,3
9/25/2010,Arsenal,West Brom,Home,2,3,0,0,0,1,0,0,1
9/25/2010,Birmingham,Wigan,Home,0,0,1,0,1,0,0,0,1
9/25/2010,Blackpool,Blackburn,Home,1,2,0,0,0,1,0,1,0
