,Season,Player,Market_Value,Position,Passes,Big Chance Missed,Clearence,CleanSheet,Tackles,Goals,Shoots,Assists,Touches,Minutes
214,2015,Erik Pieters,0.0,0,1504.0,0.0,93.0,0.0,116.0,0.0,0.0,0.0,2504.0,0.0
215,2014,Erik Pieters,0.0,0,0.0,0.0,135.0,0.0,72.0,0.0,0.0,0.0,1906.0,0.0
216,2013,Erik Pieters,0.0,0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,2161.0,0.0
217,2016,Erik Pieters,0.0,0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,2338.0,3151.0
218,2016,Etienne Capoue,0.0,0,1483.0,3.0,0.0,0.0,61.0,7.0,50.0,0.0,2056.0,3212.0
219,2015,Etienne Capoue,0.0,0,1544.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,2168.0,0.0
220,2015,Federico Fernández,0.0,0,1697.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,2187.0,0.0
221,2014,Federico Fernández,0.0,0,0.0,0.0,169.0,10.0,0.0,0.0,0.0,0.0,1802.0,0.0
222,2015,Gareth Barry,0.0,0,2061.0,0.0,79.0,10.0,96.0,0.0,0.0,0.0,2560.0,0.0
223,2014,Gareth Barry,0.0,0,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474.0,0.0
224,2013,Gareth Barry,0.0,0,2155.0,0.0,0.0,13.0,86.0,0.0,0.0,4.0,2604.0,0.0
225,2011,Gary Caldwell,0.0,0,1472.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,1857.0,0.0
226,2013,Gary Medel,0.0,0,1820.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,2191.0,0.0
227,2012,Glen Johnson,0.0,0,1740.0,0.0,0.0,16.0,90.0,0.0,54.0,4.0,2791.0,0.0
228,2015,Glenn Whelan,0.0,0,2070.0,0.0,99.0,0.0,71.0,0.0,0.0,0.0,2537.0,0.0
229,2016,Harry Arter,0.0,0,2004.0,0.0,0.0,0.0,83.0,0.0,54.0,4.0,2479.0,2959.0
230,2015,Héctor Bellerín,0.0,0,1689.0,0.0,85.0,18.0,0.0,0.0,0.0,5.0,2613.0,0.0
231,2016,Héctor Bellerín,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2069.0,0.0
232,2016,Idrissa Gueye,0.0,0,1885.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,2420.0,0.0
233,2015,Idrissa Gueye,0.0,0,1869.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,2581.0,0.0
234,2015,Jack Cork,0.0,0,1712.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,2236.0,0.0
235,2016,Jake Livermore,0.0,0,1605.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,2068.0,2976.0
236,2014,Jake Livermore,0.0,0,1523.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,1917.0,0.0
237,2013,Jake Livermore,0.0,0,1662.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,2130.0,0.0
238,2012,James McArthur,0.0,0,1651.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,2064.0,0.0
239,2013,James McCarthy,0.0,0,1709.0,0.0,0.0,11.0,112.0,0.0,0.0,0.0,2190.0,0.0
240,2012,James McCarthy,0.0,0,2190.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,2681.0,0.0
241,2014,James McCarthy,0.0,0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1841.0,0.0
242,2011,James McCarthy,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.0,0.0
243,2011,James Morrison,0.0,0,1182.0,0.0,0.0,0.0,0.0,0.0,62.0,5.0,1689.0,0.0
244,2014,James Morrison,0.0,0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,1909.0,0.0
245,2016,Jason Puncheon,0.0,0,1468.0,0.0,0.0,0.0,74.0,0.0,45.0,5.0,2110.0,3094.0
246,2014,Jason Puncheon,0.0,0,0.0,0.0,0.0,0.0,66.0,6.0,65.0,7.0,1917.0,0.0
247,2012,Jean Beausejour,0.0,0,1336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,0.0
248,2011,Joe Allen,0.0,0,2177.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2677.0,0.0
249,2016,Joe Allen,0.0,0,0.0,3.0,0.0,0.0,86.0,6.0,0.0,0.0,0.0,2936.0
250,2011,Jonás Gutiérrez,0.0,0,1219.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1930.0,0.0
251,2013,Jonathan de Guzmán,0.0,0,1759.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2300.0,0.0
252,2012,Jonathan de Guzmán,0.0,0,2008.0,0.0,0.0,0.0,0.0,5.0,54.0,6.0,2583.0,0.0
253,2013,Jonjo Shelvey,0.0,0,1614.0,0.0,0.0,0.0,0.0,6.0,78.0,6.0,2113.0,0.0
254,2011,José Bosingwa,0.0,0,1163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834.0,0.0
255,2011,José Enrique,0.0,0,1824.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2676.0,0.0
256,2012,José Enrique,0.0,0,0.0,0.0,0.0,11.0,72.0,0.0,0.0,4.0,1968.0,0.0
257,2016,José Fonte,0.0,0,1604.0,0.0,181.0,11.0,0.0,0.0,0.0,0.0,2053.0,0.0
258,2015,José Fonte,0.0,0,1622.0,0.0,224.0,11.0,0.0,0.0,0.0,0.0,2119.0,0.0
259,2014,José Fonte,0.0,0,1958.0,0.0,200.0,15.0,0.0,0.0,0.0,0.0,2503.0,0.0
260,2013,José Fonte,0.0,0,1929.0,0.0,297.0,15.0,68.0,0.0,0.0,0.0,2502.0,0.0
261,2011,Karl Henry,0.0,0,1432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,0.0
262,2014,Ki Sung-yueng,0.0,0,1706.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,2114.0,0.0
263,2012,Ki Sung-yueng,0.0,0,1618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.0,0.0
264,2016,Kyle Naughton,0.0,0,0.0,0.0,106.0,0.0,76.0,0.0,0.0,0.0,2282.0,0.0
265,2014,Leighton Baines,0.0,0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2441.0,0.0
266,2013,Leighton Baines,0.0,0,1521.0,0.0,0.0,13.0,94.0,5.0,0.0,4.0,2641.0,0.0
267,2012,Leighton Baines,0.0,0,1663.0,0.0,0.0,11.0,92.0,5.0,0.0,5.0,2954.0,0.0
268,2012,Leon Britton,0.0,0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2069.0,0.0
269,2011,Leon Britton,0.0,0,2258.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2563.0,0.0
270,2012,Leon Osman,0.0,0,1788.0,0.0,0.0,0.0,85.0,0.0,76.0,0.0,2368.0,0.0
271,2016,Manuel Lanzini,0.0,0,1581.0,0.0,0.0,0.0,0.0,8.0,69.0,0.0,2169.0,0.0
272,2015,Mark Noble,0.0,0,1923.0,0.0,0.0,0.0,103.0,7.0,0.0,4.0,2468.0,0.0
273,2013,Mark Noble,0.0,0,1976.0,0.0,0.0,13.0,110.0,0.0,0.0,0.0,2565.0,0.0
274,2012,Mark Noble,0.0,0,1447.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1935.0,0.0
275,2014,Mark Noble,0.0,0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,1839.0,0.0
276,2015,Matt Ritchie,0.0,0,1429.0,0.0,0.0,0.0,0.0,0.0,77.0,6.0,2203.0,0.0
277,2012,Matthew Lowton,0.0,0,1365.0,0.0,195.0,0.0,105.0,0.0,0.0,0.0,2418.0,0.0
278,2016,Matthew Lowton,0.0,0,0.0,0.0,168.0,0.0,101.0,0.0,0.0,0.0,2158.0,3240.0
279,2012,Maya Yoshida,0.0,0,1399.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,1901.0,0.0
280,2012,Maynor Figueroa,0.0,0,1717.0,0.0,121.0,0.0,70.0,0.0,0.0,0.0,2330.0,0.0
281,2011,Maynor Figueroa,0.0,0,1857.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,2671.0,0.0
282,2016,Mesut Özil,0.0,0,2110.0,4.0,0.0,0.0,0.0,8.0,0.0,9.0,2647.0,0.0
283,2015,Mesut Özil,0.0,0,2276.0,0.0,0.0,0.0,0.0,6.0,47.0,19.0,2963.0,0.0
284,2013,Mesut Özil,0.0,0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2063.0,0.0
285,2014,Mesut Özil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1817.0,0.0
286,2013,Mile Jedinak,0.0,0,1615.0,0.0,0.0,12.0,133.0,0.0,0.0,0.0,2292.0,0.0
287,2013,Morgan Schneiderlin,0.0,0,1932.0,0.0,0.0,13.0,113.0,0.0,0.0,0.0,2407.0,0.0
288,2012,Morgan Schneiderlin,0.0,0,1874.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,2500.0,0.0
289,2011,Morten Gamst Pedersen,0.0,0,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.0,0.0
290,2014,Neil Taylor,0.0,0,1294.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2039.0,0.0
291,2011,Neil Taylor,0.0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2454.0,0.0
292,2015,Neil Taylor,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.0,0.0
293,2016,Oriol Romeu,0.0,0,2070.0,0.0,0.0,12.0,117.0,0.0,0.0,0.0,2596.0,3072.0
294,2012,Oscar,0.0,0,1351.0,0.0,0.0,0.0,86.0,0.0,60.0,5.0,1935.0,0.0
295,2011,Phil Bardsley,0.0,0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.0,0.0
296,2014,Phil Jagielka,0.0,0,1965.0,0.0,371.0,10.0,0.0,0.0,0.0,0.0,2621.0,0.0
297,2012,Phil Jagielka,0.0,0,1468.0,0.0,250.0,10.0,63.0,0.0,0.0,0.0,2072.0,0.0
298,2011,Phil Jagielka,0.0,0,1246.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,1701.0,0.0
299,2016,Ross Barkley,0.0,0,1651.0,5.0,0.0,0.0,0.0,5.0,89.0,8.0,2320.0,0.0
300,2015,Ross Barkley,0.0,0,1802.0,0.0,0.0,0.0,0.0,8.0,95.0,8.0,2567.0,0.0
301,2011,Russell Martin,0.0,0,1137.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,1836.0,0.0
302,2013,Russell Martin,0.0,0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,1986.0,0.0
303,2016,Sam Clucas,0.0,0,1537.0,0.0,0.0,0.0,89.0,0.0,42.0,0.0,2118.0,3188.0
304,2014,Santiago Cazorla,0.0,0,2367.0,0.0,0.0,12.0,59.0,7.0,93.0,0.0,3162.0,0.0
305,2013,Santiago Cazorla,0.0,0,1937.0,0.0,0.0,10.0,0.0,0.0,73.0,0.0,2592.0,0.0
306,2012,Santiago Cazorla,0.0,0,2471.0,0.0,0.0,0.0,71.0,12.0,115.0,0.0,3258.0,0.0
307,2012,Sascha Riether,0.0,0,1577.0,0.0,123.0,0.0,0.0,0.0,0.0,4.0,2373.0,0.0
308,2014,Seamus Coleman,0.0,0,1255.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2199.0,0.0
309,2013,Seamus Coleman,0.0,0,1395.0,0.0,0.0,15.0,72.0,6.0,0.0,0.0,2365.0,0.0
310,2012,Shaun Maloney,0.0,0,1593.0,0.0,0.0,0.0,0.0,6.0,56.0,8.0,2107.0,0.0
311,2016,Simon Francis,0.0,0,1656.0,0.0,199.0,10.0,62.0,0.0,0.0,0.0,2325.0,2940.0
312,2015,Simon Francis,0.0,0,2106.0,0.0,206.0,0.0,105.0,0.0,0.0,4.0,3023.0,0.0
313,2016,Steve Cook,0.0,0,1716.0,0.0,336.0,10.0,0.0,0.0,0.0,0.0,2426.0,3420.0
314,2015,Steve Cook,0.0,0,1577.0,0.0,298.0,0.0,0.0,4.0,0.0,0.0,2116.0,0.0
315,2013,Steve Sidwell,0.0,0,1467.0,0.0,88.0,0.0,121.0,7.0,0.0,0.0,2094.0,0.0
316,2016,Steven Davis,0.0,0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2161.0,0.0
317,2015,Steven Davis,0.0,0,1505.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2020.0,0.0
318,2014,Steven Davis,0.0,0,1702.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,2175.0,0.0
319,2013,Steven Davis,0.0,0,1831.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2277.0,0.0
320,2012,Steven Gerrard,0.0,0,2387.0,0.0,0.0,14.0,88.0,9.0,93.0,9.0,3042.0,0.0
321,2014,Steven N'Zonzi,0.0,0,2150.0,0.0,0.0,0.0,72.0,0.0,47.0,0.0,2649.0,0.0
322,2013,Steven N'Zonzi,0.0,0,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.0,0.0
323,2011,Steven N'Zonzi,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2073.0,0.0
324,2012,Steven Pienaar,0.0,0,1623.0,0.0,0.0,0.0,67.0,6.0,62.0,6.0,2235.0,0.0
325,2014,Stewart Downing,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,69.0,8.0,2139.0,0.0
326,2013,Sylvain Distin,0.0,0,1571.0,0.0,274.0,13.0,0.0,0.0,0.0,0.0,2095.0,0.0
327,2013,Tom Huddlestone,0.0,0,1882.0,0.0,0.0,0.0,94.0,0.0,60.0,0.0,2575.0,0.0
328,2015,Virgil van Dijk,0.0,0,1388.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,1953.0,0.0
329,2015,Yann M'Vila,0.0,0,1679.0,0.0,110.0,0.0,99.0,0.0,0.0,4.0,2291.0,0.0
330,2011,Yohan Cabaye,0.0,0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2024.0,0.0
331,2013,Youssouf Mulumbu,0.0,0,1947.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,2589.0,0.0
332,2012,Youssouf Mulumbu,0.0,0,1529.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,1935.0,0.0
333,2016,Christian Benteke,0.0,0,0.0,12.0,0.0,0.0,0.0,15.0,105.0,0.0,0.0,3137.0
334,2016,Romelu Lukaku,0.0,0,0.0,8.0,0.0,11.0,0.0,25.0,110.0,6.0,0.0,3267.0
335,2016,Troy Deeney,0.0,0,0.0,7.0,0.0,0.0,0.0,10.0,42.0,4.0,0.0,2941.0
336,2016,Jermain Defoe,0.0,0,0.0,7.0,0.0,0.0,0.0,15.0,99.0,0.0,0.0,3322.0
337,2016,Wilfried Zaha,0.0,0,0.0,6.0,0.0,0.0,76.0,7.0,49.0,9.0,0.0,3025.0
338,2016,Ben Mee,0.0,0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,3015.0
339,2014,Ben Mee,0.0,0,0.0,0.0,182.0,0.0,65.0,0.0,0.0,0.0,2042.0,0.0
340,2016,Michael Keane,0.0,0,0.0,0.0,260.0,10.0,0.0,0.0,0.0,0.0,0.0,3150.0
341,2016,Gareth McAuley,0.0,0,0.0,0.0,226.0,0.0,0.0,6.0,0.0,0.0,0.0,3143.0
342,2016,Robert Huth,0.0,0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2929.0
343,2016,Ryan Shawcross,0.0,0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0
344,2016,Bruno Martins Indi,0.0,0,0.0,0.0,199.0,0.0,61.0,0.0,0.0,0.0,0.0,3147.0
345,2016,Stephen Ward,0.0,0,0.0,0.0,145.0,0.0,70.0,0.0,0.0,0.0,2122.0,3232.0
346,2011,Stephen Ward,0.0,0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,2632.0,0.0
347,2016,Craig Dawson,0.0,0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,3278.0
348,2015,Craig Dawson,0.0,0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,2244.0,0.0
349,2016,Christian Fuchs,0.0,0,0.0,0.0,136.0,0.0,97.0,0.0,0.0,0.0,2279.0,3103.0
350,2015,Christian Fuchs,0.0,0,0.0,0.0,122.0,15.0,99.0,0.0,0.0,4.0,2195.0,0.0
351,2016,Danny Simpson,0.0,0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
352,2011,Danny Simpson,0.0,0,0.0,0.0,126.0,13.0,0.0,0.0,0.0,0.0,1844.0,0.0
353,2016,Joel Ward,0.0,0,0.0,0.0,127.0,0.0,89.0,0.0,0.0,0.0,2341.0,3418.0
354,2014,Joel Ward,0.0,0,0.0,0.0,180.0,0.0,95.0,0.0,0.0,0.0,2283.0,0.0
355,2013,Joel Ward,0.0,0,0.0,0.0,168.0,12.0,114.0,0.0,0.0,0.0,2134.0,0.0
356,2016,José Holebas,0.0,0,0.0,0.0,105.0,0.0,62.0,0.0,0.0,0.0,2198.0,2909.0
357,2015,Pape Souaré,0.0,0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,2114.0,0.0
358,2015,Robbie Brady,0.0,0,0.0,0.0,89.0,0.0,101.0,0.0,53.0,0.0,2155.0,0.0
359,2015,Daryl Janmaat,0.0,0,0.0,0.0,83.0,0.0,80.0,0.0,0.0,4.0,2197.0,0.0
360,2014,Daryl Janmaat,0.0,0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,6.0,2405.0,0.0
361,2011,Marc Wilson,0.0,0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,1781.0,0.0
362,2016,Fraser Forster,0.0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3420.0
363,2016,Tom Heaton,0.0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3150.0
364,2016,Cédric Soares,0.0,0,0.0,0.0,0.0,9.0,83.0,0.0,0.0,0.0,2078.0,0.0
365,2014,Ryan Bertrand,0.0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2280.0,0.0
366,2013,Martin Olsson,0.0,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2003.0,0.0
367,2012,Luis Suárez,0.0,0,0.0,0.0,0.0,11.0,0.0,23.0,187.0,5.0,2059.0,0.0
368,2013,Luis Suárez,0.0,0,0.0,0.0,0.0,0.0,0.0,31.0,181.0,12.0,2152.0,0.0
369,2011,Luis Suárez,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,128.0,0.0,1742.0,0.0
370,2011,Tim Krul,0.0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1860.0,0.0
371,2014,Jack Colback,0.0,0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,6.0,2044.0,0.0
372,2014,Santiago Vergini,0.0,0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,1779.0,0.0
373,2013,Geoff Cameron,0.0,0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,2388.0,0.0
374,2013,Liam Ridgewell,0.0,0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,2031.0,0.0
375,2012,Craig Gardner,0.0,0,0.0,0.0,0.0,0.0,101.0,6.0,55.0,0.0,2097.0,0.0
376,2012,Robert Snodgrass,0.0,0,0.0,0.0,0.0,0.0,99.0,6.0,78.0,6.0,1973.0,0.0
377,2012,Emmerson Boyce,0.0,0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1952.0,0.0
378,2015,Dimitri Payet,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,69.0,12.0,2018.0,0.0
379,2011,Frank Lampard,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,65.0,5.0,1918.0,0.0
380,2016,Gylfi Sigurdsson,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,116.0,13.0,0.0,3328.0
381,2015,Riyad Mahrez,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,86.0,11.0,1994.0,0.0
382,2014,Alan Hutton,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.0,0.0
383,2012,John Arne Riise,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0
384,2011,Tony Hibbert,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817.0,0.0
385,2011,Wayne Hennessey,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1858.0,0.0
386,2016,Artur Boruc,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0
387,2016,Ben Foster,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420.0
388,2016,Darren Fletcher,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235.0
389,2016,Heurelho Gomes,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339.0
390,2016,Lukasz Fabianski,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3330.0
